event_type,timestamp,system_score,severity,behavioral_anomaly_flag,external_connection_flag,unknown_process_flag,sensitive_access_flag,label,process_name,parent_process,cpu_percent,memory_mb,cpu_zscore,memory_zscore,parent_child_rarity,cmd_entropy,process_freq_5min,is_known_binary,remote_ip,remote_port,is_private_ip,is_known_ip,connection_freq_1min,unique_ip_5min,port_risk,file_path,file_action,file_extension,is_sensitive_path,is_executable,file_freq_1min,file_rarity
file,2026-03-25 00:00:39,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,0.0,12.0,0.25
network,2026-03-25 00:00:40,1,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,0.0,2.0,7.0,0.05,,,,,,,
process,2026-03-25 00:00:40,4,0,1,0,0,0,1,postgres.exe,pg_ctl.exe,47.94,244.2,0.19,1.94,0.56,4.82,16.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:40,0,0,0,0,0,0,0,chrome.exe,explorer.exe,70.86,122.07,1.21,1.95,0.14,2.91,10.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:40,1,2,0,0,0,0,0,chrome.exe,cmd.exe,46.48,489.76,0.31,0.45,0.73,1.07,8.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:41,2,0,0,0,0,0,0,postgres.exe,cmd.exe,90.91,74.13,1.95,1.94,0.31,1.28,16.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:41,4,2,1,0,0,0,1,python.exe,cmd.exe,94.55,400.1,1.18,1.71,0.09,2.28,4.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:41,2,0,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,13.0,5.0,0.39,,,,,,,
process,2026-03-25 00:00:41,3,2,1,0,0,0,1,chrome.exe,explorer.exe,6.71,55.27,1.33,1.32,0.29,2.48,6.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:42,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,28.0,9.0,0.84,,,,,,,
process,2026-03-25 00:00:42,1,1,0,0,0,0,0,chrome.exe,explorer.exe,37.97,410.16,1.98,1.83,0.26,2.81,20.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:42,1,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,0.0,9.0,6.0,0.39,,,,,,,
file,2026-03-25 00:00:42,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,0.0,1.0,9.0,0.44
process,2026-03-25 00:00:43,2,2,0,0,0,0,0,python.exe,pg_ctl.exe,46.18,133.54,2.61,1.03,0.8,4.95,5.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:43,3,2,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,10.0,5.0,0.4,,,,,,,
network,2026-03-25 00:00:43,1,0,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,29.0,5.0,0.67,,,,,,,
network,2026-03-25 00:00:43,0,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,0.0,17.0,12.0,0.62,,,,,,,
network,2026-03-25 00:00:44,1,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,27.0,9.0,0.36,,,,,,,
file,2026-03-25 00:00:44,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,1.0,0.0,6.0,0.86
file,2026-03-25 00:00:44,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,0.0,0.0,15.0,0.42
file,2026-03-25 00:00:44,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,1.0,8.0,0.21
network,2026-03-25 00:00:45,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,11.0,3.0,0.27,,,,,,,
process,2026-03-25 00:00:45,3,2,1,0,0,0,1,python.exe,pg_ctl.exe,73.14,481.98,0.05,0.13,0.42,2.68,14.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:45,2,0,0,0,0,0,0,chrome.exe,explorer.exe,87.28,498.72,2.68,0.94,0.98,3.68,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:45,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,0.0,17.0,0.99
network,2026-03-25 00:00:46,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,20.0,12.0,0.85,,,,,,,
network,2026-03-25 00:00:46,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,12.0,11.0,0.1,,,,,,,
process,2026-03-25 00:00:46,0,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,59.92,342.31,2.06,2.03,0.73,0.94,10.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:46,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,0.0,3.0,0.17
process,2026-03-25 00:00:47,1,0,0,0,0,0,0,chrome.exe,explorer.exe,77.14,370.0,2.87,2.33,0.94,3.41,18.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:47,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,0.0,0.0,1.0,0.86
process,2026-03-25 00:00:47,0,1,0,0,0,0,0,python.exe,pg_ctl.exe,90.42,470.37,1.86,1.77,0.75,1.75,7.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:47,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,0.0,0.0,16.0,0.68
process,2026-03-25 00:00:48,1,2,0,0,0,0,0,python.exe,pg_ctl.exe,69.59,188.72,2.76,0.3,0.09,3.25,17.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:48,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,exe,1.0,1.0,18.0,0.16
network,2026-03-25 00:00:48,3,2,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,28.0,6.0,0.97,,,,,,,
file,2026-03-25 00:00:48,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,1.0,10.0,0.17
file,2026-03-25 00:00:49,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,1.0,2.0,0.66
process,2026-03-25 00:00:49,4,2,1,0,0,0,1,python.exe,cmd.exe,84.89,347.23,0.89,1.0,0.66,2.4,9.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:49,0,0,0,0,0,0,0,chrome.exe,pg_ctl.exe,13.45,235.05,0.86,2.11,0.8,1.94,19.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:49,4,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,27.1,236.39,0.37,2.08,0.31,0.98,4.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:50,4,2,1,0,0,0,1,postgres.exe,explorer.exe,39.63,130.01,2.04,0.79,0.2,3.33,3.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:50,2,1,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,0.0,26.0,7.0,0.93,,,,,,,
process,2026-03-25 00:00:50,2,1,0,0,0,0,0,python.exe,cmd.exe,29.46,182.53,2.08,2.28,0.44,3.96,10.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:50,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,1.0,1.0,2.0,0.52
network,2026-03-25 00:00:51,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,1.0,29.0,15.0,0.41,,,,,,,
file,2026-03-25 00:00:51,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,exe,1.0,0.0,1.0,0.9
file,2026-03-25 00:00:51,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,1.0,0.0,3.0,0.42
file,2026-03-25 00:00:51,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,0.0,0.0,14.0,0.21
network,2026-03-25 00:00:52,0,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,7.0,2.0,0.17,,,,,,,
file,2026-03-25 00:00:52,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,0.0,12.0,0.37
file,2026-03-25 00:00:52,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,1.0,10.0,0.84
network,2026-03-25 00:00:52,0,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,4444.0,1.0,1.0,5.0,12.0,0.15,,,,,,,
process,2026-03-25 00:00:53,4,1,1,0,0,0,1,python.exe,cmd.exe,73.03,114.72,2.28,0.22,0.05,3.78,2.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:53,2,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,68.17,193.07,0.51,2.58,0.19,4.16,16.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:00:53,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,0.0,0.0,1.0,0.1
file,2026-03-25 00:00:53,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,0.0,20.0,0.4
file,2026-03-25 00:00:54,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,0.0,0.0,19.0,0.33
network,2026-03-25 00:00:54,4,0,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,16.0,11.0,0.99,,,,,,,
network,2026-03-25 00:00:54,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,1.0,0.0,27.0,13.0,0.0,,,,,,,
network,2026-03-25 00:00:54,0,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,0.0,20.0,2.0,0.88,,,,,,,
process,2026-03-25 00:00:55,2,1,0,0,0,0,0,chrome.exe,cmd.exe,54.44,133.26,2.7,0.44,0.83,4.44,17.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:55,3,2,1,0,0,0,1,chrome.exe,pg_ctl.exe,45.63,231.13,2.58,1.6,1.0,4.54,16.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:55,4,2,1,0,0,0,1,python.exe,explorer.exe,27.62,387.03,1.77,1.3,0.76,3.83,10.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:55,1,2,0,0,0,0,0,postgres.exe,cmd.exe,95.38,288.41,2.06,2.02,0.82,3.37,5.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:56,4,0,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,17.0,2.0,0.04,,,,,,,
network,2026-03-25 00:00:56,4,0,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,20.0,11.0,0.69,,,,,,,
file,2026-03-25 00:00:56,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,1.0,17.0,0.83
file,2026-03-25 00:00:56,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,1.0,1.0,7.0,0.52
file,2026-03-25 00:00:57,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,1.0,1.0,1.0,0.76
process,2026-03-25 00:00:57,1,2,0,0,0,0,0,python.exe,pg_ctl.exe,93.63,175.01,2.95,1.86,0.17,1.09,7.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:57,0,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,1.0,0.0,10.0,2.0,0.37,,,,,,,
network,2026-03-25 00:00:57,4,0,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,16.0,15.0,0.45,,,,,,,
process,2026-03-25 00:00:58,2,0,0,0,0,0,0,chrome.exe,cmd.exe,42.55,390.27,0.15,0.5,0.46,1.53,16.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:00:58,4,2,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,24.0,13.0,0.9,,,,,,,
network,2026-03-25 00:00:58,2,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,1.0,1.0,7.0,4.0,0.94,,,,,,,
file,2026-03-25 00:00:58,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,1.0,0.0,11.0,0.25
file,2026-03-25 00:00:59,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,txt,1.0,1.0,7.0,0.02
file,2026-03-25 00:00:59,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,1.0,7.0,0.15
process,2026-03-25 00:00:59,0,1,0,0,0,0,0,chrome.exe,pg_ctl.exe,84.95,352.86,0.94,2.69,0.49,0.95,3.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:00:59,2,0,0,0,0,0,0,chrome.exe,cmd.exe,54.91,255.18,1.09,0.62,0.71,2.91,14.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:00,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,0.0,1.0,11.0,0.32
file,2026-03-25 00:01:00,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,exe,0.0,1.0,13.0,0.17
network,2026-03-25 00:01:00,0,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,20.0,12.0,0.26,,,,,,,
process,2026-03-25 00:01:00,4,0,1,0,0,0,1,chrome.exe,cmd.exe,68.57,477.04,0.36,0.82,0.72,2.11,2.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:01,0,1,0,0,0,0,0,postgres.exe,cmd.exe,32.18,48.01,2.67,0.32,0.97,2.63,10.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:01,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,1.0,1.0,8.0,0.76
network,2026-03-25 00:01:01,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,0.0,29.0,10.0,0.02,,,,,,,
file,2026-03-25 00:01:01,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,0.0,0.0,16.0,0.04
network,2026-03-25 00:01:02,1,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,1.0,0.0,23.0,7.0,0.09,,,,,,,
process,2026-03-25 00:01:02,0,0,0,0,0,0,0,python.exe,cmd.exe,23.57,488.13,2.76,0.42,0.09,1.53,7.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:02,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,1.0,0.0,15.0,15.0,0.05,,,,,,,
network,2026-03-25 00:01:02,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,0.0,22.0,1.0,0.69,,,,,,,
network,2026-03-25 00:01:03,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,12.0,2.0,0.62,,,,,,,
process,2026-03-25 00:01:03,3,1,1,0,0,0,1,postgres.exe,cmd.exe,8.68,133.04,1.57,0.71,0.28,3.65,8.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:03,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,0.0,8.0,15.0,0.04,,,,,,,
process,2026-03-25 00:01:03,1,1,0,0,0,0,0,python.exe,cmd.exe,31.56,208.76,1.33,2.39,0.94,4.3,2.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:04,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,1.0,18.0,0.05
process,2026-03-25 00:01:04,2,2,0,0,0,0,0,chrome.exe,cmd.exe,42.51,373.48,2.11,2.84,0.0,1.5,17.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:04,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,0.0,19.0,2.0,0.39,,,,,,,
file,2026-03-25 00:01:04,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,14.0,0.46
process,2026-03-25 00:01:05,3,1,1,0,0,0,1,postgres.exe,cmd.exe,74.08,19.04,0.06,2.69,0.69,0.66,14.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:05,4,2,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,443.0,1.0,0.0,19.0,14.0,0.76,,,,,,,
file,2026-03-25 00:01:05,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,1.0,1.0,0.32
file,2026-03-25 00:01:05,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,0.0,11.0,0.09
process,2026-03-25 00:01:06,3,2,1,0,0,0,1,python.exe,explorer.exe,19.39,197.96,2.65,1.31,0.89,2.28,8.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:06,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,0.0,4.0,0.47
network,2026-03-25 00:01:06,1,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,4444.0,0.0,0.0,15.0,4.0,0.09,,,,,,,
file,2026-03-25 00:01:06,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,10.0,0.24
file,2026-03-25 00:01:07,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,1.0,6.0,0.6
file,2026-03-25 00:01:07,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,1.0,1.0,4.0,0.57
file,2026-03-25 00:01:07,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,0.0,1.0,18.0,0.36
network,2026-03-25 00:01:07,3,2,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,4444.0,0.0,0.0,20.0,7.0,0.75,,,,,,,
file,2026-03-25 00:01:08,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,txt,0.0,1.0,13.0,0.11
file,2026-03-25 00:01:08,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,0.0,1.0,8.0,0.92
network,2026-03-25 00:01:08,3,1,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,1.0,9.0,3.0,0.65,,,,,,,
file,2026-03-25 00:01:08,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,1.0,1.0,2.0,0.26
process,2026-03-25 00:01:09,3,0,1,0,0,0,1,postgres.exe,pg_ctl.exe,92.41,56.76,2.44,1.44,0.22,2.67,4.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:09,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,1.0,0.0,12.0,6.0,0.24,,,,,,,
network,2026-03-25 00:01:09,4,1,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,0.0,13.0,8.0,0.62,,,,,,,
network,2026-03-25 00:01:09,2,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,11.0,13.0,0.85,,,,,,,
network,2026-03-25 00:01:10,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,1.0,1.0,21.0,12.0,0.28,,,,,,,
file,2026-03-25 00:01:10,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,0.0,8.0,0.83
network,2026-03-25 00:01:10,1,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,1.0,8.0,6.0,0.53,,,,,,,
process,2026-03-25 00:01:10,0,0,0,0,0,0,0,python.exe,cmd.exe,49.63,29.19,2.76,1.76,0.09,1.69,17.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:11,0,1,0,0,0,0,0,postgres.exe,explorer.exe,62.37,377.59,2.51,1.09,0.82,2.13,16.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:11,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,1.0,1.0,1.0,0.63
network,2026-03-25 00:01:11,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,2.0,2.0,0.44,,,,,,,
process,2026-03-25 00:01:11,0,0,0,0,0,0,0,chrome.exe,explorer.exe,84.35,431.87,0.96,2.12,0.81,4.83,9.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:12,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,0.0,1.0,7.0,0.39
process,2026-03-25 00:01:12,3,1,1,0,0,0,1,postgres.exe,pg_ctl.exe,83.53,331.03,1.76,1.73,0.72,4.99,12.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:12,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,0.0,1.0,7.0,0.82
file,2026-03-25 00:01:12,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,1.0,0.0,6.0,0.51
process,2026-03-25 00:01:13,3,1,1,0,0,0,1,python.exe,pg_ctl.exe,84.53,343.88,1.08,0.87,0.06,1.05,6.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:13,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,1.0,0.0,14.0,0.96
network,2026-03-25 00:01:13,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,1.0,15.0,12.0,0.06,,,,,,,
network,2026-03-25 00:01:13,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,0.0,11.0,12.0,0.76,,,,,,,
process,2026-03-25 00:01:14,1,0,0,0,0,0,0,python.exe,cmd.exe,0.02,435.12,0.4,1.56,0.08,4.55,5.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:14,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,1.0,1.0,5.0,9.0,0.01,,,,,,,
network,2026-03-25 00:01:14,4,0,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,0.0,1.0,24.0,10.0,0.11,,,,,,,
file,2026-03-25 00:01:14,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,0.0,0.0,17.0,0.67
process,2026-03-25 00:01:15,0,1,0,0,0,0,0,postgres.exe,cmd.exe,37.36,429.44,1.36,2.12,0.21,1.2,16.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:15,1,1,0,0,0,0,0,postgres.exe,explorer.exe,31.26,390.25,1.98,0.81,0.22,0.22,17.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:15,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,1.0,10.0,3.0,0.1,,,,,,,
network,2026-03-25 00:01:15,4,0,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,1.0,20.0,9.0,0.18,,,,,,,
process,2026-03-25 00:01:16,4,1,1,0,0,0,1,postgres.exe,cmd.exe,86.87,395.72,0.9,0.36,0.1,2.73,9.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:16,2,2,0,0,0,0,0,chrome.exe,explorer.exe,28.17,188.87,2.92,0.2,0.48,0.51,1.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:01:16,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,1.0,17.0,9.0,0.68,,,,,,,
process,2026-03-25 00:01:16,2,2,0,0,0,0,0,chrome.exe,explorer.exe,90.84,382.02,1.82,0.19,0.39,1.97,11.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:17,4,2,1,0,0,0,1,postgres.exe,explorer.exe,31.48,277.38,1.92,2.79,0.51,1.76,14.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:17,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,1.0,4.0,0.89
file,2026-03-25 00:01:17,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,1.0,13.0,0.08
process,2026-03-25 00:01:17,1,0,0,0,0,0,0,chrome.exe,cmd.exe,39.49,432.82,2.86,1.89,0.25,1.0,7.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:18,0,2,0,0,0,0,0,postgres.exe,cmd.exe,71.33,277.75,2.05,0.16,0.8,2.61,18.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:18,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,1.0,0.0,10.0,0.53
file,2026-03-25 00:01:18,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,exe,1.0,1.0,19.0,0.95
file,2026-03-25 00:01:18,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,0.0,20.0,0.68
process,2026-03-25 00:01:19,1,2,0,0,0,0,0,chrome.exe,pg_ctl.exe,64.09,254.97,0.35,1.19,0.4,4.16,16.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:19,4,2,1,0,0,0,1,python.exe,cmd.exe,16.98,158.65,0.57,0.26,0.53,4.89,4.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:01:19,2,0,0,0,0,0,0,chrome.exe,pg_ctl.exe,3.2,281.92,1.93,1.4,0.82,3.41,9.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:01:19,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,0.0,2.0,0.92
process,2026-03-25 00:01:20,3,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,14.11,171.59,1.63,2.9,0.6,1.14,2.0,0.0,,,,,,,,,,,,,,
